Decade,Decade_Label,Month,Label,q05,q95,mean,.group
1880,1880 - 1889,1,"DWD, monthly 'precipitation'",9.91352549889135,47.202217294900215,27.43508253264351,1
1880,1880 - 1889,2,"DWD, monthly 'precipitation'",11.177827050997783,55.10820399113082,28.295885686129587,2
1880,1880 - 1889,3,"DWD, monthly 'precipitation'",20.95654101995565,74.49534368070952,42.601872382360185,3
1880,1880 - 1889,4,"DWD, monthly 'precipitation'",11.762084257206208,47.66962305986696,31.888642522788864,4
1880,1880 - 1889,5,"DWD, monthly 'precipitation'",24.333702882483372,84.53237250554324,55.061098792806106,5
1880,1880 - 1889,6,"DWD, monthly 'precipitation'",31.0669623059867,93.40088691796008,62.35489036708549,6
1880,1880 - 1889,7,"DWD, monthly 'precipitation'",51.868957871396894,118.10421286031041,76.9049026853905,7
1880,1880 - 1889,8,"DWD, monthly 'precipitation'",28.763192904656318,88.1079822616408,53.94062576989406,8
1880,1880 - 1889,9,"DWD, monthly 'precipitation'",27.282261640798225,67.94456762749445,44.546070460704605,9
1880,1880 - 1889,10,"DWD, monthly 'precipitation'",28.86829268292683,103.38536585365853,61.08943089430894,10
1880,1880 - 1889,11,"DWD, monthly 'precipitation'",17.761640798226164,61.03880266075387,42.643385070214336,11
1880,1880 - 1889,12,"DWD, monthly 'precipitation'",19.440576496674055,72.19179600886918,45.83752155703375,12
1890,1890 - 1899,1,"DWD, monthly 'precipitation'",18.773059866962306,63.94578713968958,38.65920177383592,13
1890,1890 - 1899,2,"DWD, monthly 'precipitation'",7.407427937915743,68.86297117516628,28.152217294900222,14
1890,1890 - 1899,3,"DWD, monthly 'precipitation'",23.068348115299337,67.22932372505542,40.312860310421286,15
1890,1890 - 1899,4,"DWD, monthly 'precipitation'",3.166130820399113,49.92494456762747,31.321729490022175,16
1890,1890 - 1899,5,"DWD, monthly 'precipitation'",23.29539911308204,94.6205654101995,53.09611973392461,17
1890,1890 - 1899,6,"DWD, monthly 'precipitation'",22.68547671840355,97.58431263858093,61.01407982261641,18
1890,1890 - 1899,7,"DWD, monthly 'precipitation'",35.575110864745014,121.2139689578714,76.53381374722838,19
1890,1890 - 1899,8,"DWD, monthly 'precipitation'",16.620509977827048,96.84268292682923,51.98957871396895,20
1890,1890 - 1899,9,"DWD, monthly 'precipitation'",16.669290465631928,77.99212860310422,48.57727272727273,21
1890,1890 - 1899,10,"DWD, monthly 'precipitation'",16.718458980044346,71.51940133037694,40.25809312638581,22
1890,1890 - 1899,11,"DWD, monthly 'precipitation'",8.021784922394678,81.10171840354766,34.94035476718404,23
1890,1890 - 1899,12,"DWD, monthly 'precipitation'",14.772838137472284,49.87139689578714,35.64922394678492,24
1900,1900 - 1909,1,"DWD, monthly 'precipitation'",24.024334811529933,57.379878048780476,38.386474501108644,25
1900,1900 - 1909,2,"DWD, monthly 'precipitation'",14.243680709534368,46.79057649667405,33.432372505543235,26
1900,1900 - 1909,3,"DWD, monthly 'precipitation'",15.50060975609756,64.27184035476716,34.41651884700665,27
1900,1900 - 1909,4,"DWD, monthly 'precipitation'",18.860864745011085,62.79512195121949,42.83370288248337,28
1900,1900 - 1909,5,"DWD, monthly 'precipitation'",31.12488913525499,95.17838137472276,51.84711751662971,29
1900,1900 - 1909,6,"DWD, monthly 'precipitation'",21.87549889135255,93.02727272727269,55.37793791574279,30
1900,1900 - 1909,7,"DWD, monthly 'precipitation'",37.96668514412417,157.94384700665177,73.32361419068737,31
1900,1900 - 1909,8,"DWD, monthly 'precipitation'",26.989412416851444,81.21485587583149,53.36707317073171,32
1900,1900 - 1909,9,"DWD, monthly 'precipitation'",21.799168514412415,76.91435698447893,49.53658536585366,33
1900,1900 - 1909,10,"DWD, monthly 'precipitation'",10.737749445676274,71.93231707317072,37.028824833702885,34
1900,1900 - 1909,11,"DWD, monthly 'precipitation'",7.1334811529933475,74.09778270509977,42.288137472283815,35
1900,1900 - 1909,12,"DWD, monthly 'precipitation'",9.576053215077604,60.15554323725055,38.890022172949,36
1910,1910 - 1919,1,"DWD, monthly 'precipitation'",22.62427937915743,99.70088691796008,52.56917960088692,37
1910,1910 - 1919,2,"DWD, monthly 'precipitation'",13.773337028824834,53.185476718403535,30.81330376940133,38
1910,1910 - 1919,3,"DWD, monthly 'precipitation'",13.585033259423502,84.33270509977825,38.93880266075388,39
1910,1910 - 1919,4,"DWD, monthly 'precipitation'",18.678436807095345,43.64146341463413,31.34589800443459,40
1910,1910 - 1919,5,"DWD, monthly 'precipitation'",13.499556541019956,78.20376940133035,34.115742793791576,41
1910,1910 - 1919,6,"DWD, monthly 'precipitation'",18.728769401330375,83.7742239467849,52.360753880266074,42
1910,1910 - 1919,7,"DWD, monthly 'precipitation'",28.125554323725055,96.56180709534365,59.10886917960089,43
1910,1910 - 1919,8,"DWD, monthly 'precipitation'",16.33558758314856,120.52389135254985,64.38558758314856,44
1910,1910 - 1919,9,"DWD, monthly 'precipitation'",15.4259977827051,66.16546563192904,36.674279379157426,45
1910,1910 - 1919,10,"DWD, monthly 'precipitation'",13.449445676274944,77.49085365853657,40.51906873614191,46
1910,1910 - 1919,11,"DWD, monthly 'precipitation'",20.686197339246117,79.32317073170731,41.735365853658536,47
1910,1910 - 1919,12,"DWD, monthly 'precipitation'",36.16441241685144,102.68104212860308,65.6840354767184,48
1920,1920 - 1929,1,"DWD, monthly 'precipitation'",22.814966740576494,78.65537694013301,50.39345898004434,49
1920,1920 - 1929,2,"DWD, monthly 'precipitation'",16.259977827050996,45.999944567627495,30.4460088691796,50
1920,1920 - 1929,3,"DWD, monthly 'precipitation'",7.1726718403547665,44.15543237250553,22.105875831485587,51
1920,1920 - 1929,4,"DWD, monthly 'precipitation'",20.180986696230597,98.18442350332592,50.58924611973392,52
1920,1920 - 1929,5,"DWD, monthly 'precipitation'",26.777827050997782,87.6758314855876,52.607538802660756,53
1920,1920 - 1929,6,"DWD, monthly 'precipitation'",41.20809312638581,121.58165188470062,70.38713968957872,54
1920,1920 - 1929,7,"DWD, monthly 'precipitation'",24.006873614190685,141.19262749445673,74.89223946784922,55
1920,1920 - 1929,8,"DWD, monthly 'precipitation'",28.827716186252772,115.0814855875831,60.671951219512195,56
1920,1920 - 1929,9,"DWD, monthly 'precipitation'",7.3915742793791575,85.82860310421282,43.24268292682927,57
1920,1920 - 1929,10,"DWD, monthly 'precipitation'",8.915133037694012,82.76568736141903,41.77793791574279,58
1920,1920 - 1929,11,"DWD, monthly 'precipitation'",9.530321507760531,79.21219512195121,37.65266075388026,59
1920,1920 - 1929,12,"DWD, monthly 'precipitation'",18.652439024390244,62.43381374722838,42.65576496674058,60
1930,1930 - 1939,1,"DWD, monthly 'precipitation'",20.91917960088692,70.35936807095341,42.4490022172949,61
1930,1930 - 1939,2,"DWD, monthly 'precipitation'",6.352050997782705,64.88819290465632,32.30166297117517,62
1930,1930 - 1939,3,"DWD, monthly 'precipitation'",14.802272727272726,68.17943458980045,31.922283813747228,63
1930,1930 - 1939,4,"DWD, monthly 'precipitation'",29.247062084257202,72.94656319290463,47.57272727272727,64
1930,1930 - 1939,5,"DWD, monthly 'precipitation'",27.70077605321508,74.23863636363636,48.17605321507761,65
1930,1930 - 1939,6,"DWD, monthly 'precipitation'",19.478713968957873,101.02926829268291,50.98447893569845,66
1930,1930 - 1939,7,"DWD, monthly 'precipitation'",46.82937915742794,149.76485587583142,82.73447893569845,67
1930,1930 - 1939,8,"DWD, monthly 'precipitation'",36.44889135254989,103.13458980044345,70.43758314855876,68
1930,1930 - 1939,9,"DWD, monthly 'precipitation'",29.542461197339247,91.0114190687361,51.850554323725056,69
1930,1930 - 1939,10,"DWD, monthly 'precipitation'",26.919567627494455,88.02294900221727,58.365631929046565,70
1930,1930 - 1939,11,"DWD, monthly 'precipitation'",16.259645232815963,75.67283813747227,41.1639689578714,71
1930,1930 - 1939,12,"DWD, monthly 'precipitation'",7.900388026607539,46.36269401330375,27.917738359201774,72
1940,1940 - 1949,1,"DWD, monthly 'precipitation'",16.772949002217295,73.3741130820399,35.50221729490022,73
