Decade,Decade_Label,Month,Label,q05,q95,mean,.group
1990,1990 - 1999,1,"DWD, monthly 'soil temperature (5 cm)'",-3.2255432372505544,2.2923725055432373,0.4273343187977335,1
1990,1990 - 1999,2,"DWD, monthly 'soil temperature (5 cm)'",-1.8720177383592018,3.9998226164079824,1.0706208425720622,2
1990,1990 - 1999,3,"DWD, monthly 'soil temperature (5 cm)'",2.0832594235033257,5.882549889135255,4.61959842325696,3
1990,1990 - 1999,4,"DWD, monthly 'soil temperature (5 cm)'",8.519068736141907,11.332949002217294,10.126139443212615,4
1990,1990 - 1999,5,"DWD, monthly 'soil temperature (5 cm)'",12.83230598669623,17.88929046563193,15.816925351071694,5
1990,1990 - 1999,6,"DWD, monthly 'soil temperature (5 cm)'",17.43971175166297,21.35980044345898,19.22331855136733,6
1990,1990 - 1999,7,"DWD, monthly 'soil temperature (5 cm)'",18.780753880266076,24.77017738359202,21.749950726779996,7
1990,1990 - 1999,8,"DWD, monthly 'soil temperature (5 cm)'",18.82350332594235,23.082549889135255,20.81878541512688,8
1990,1990 - 1999,9,"DWD, monthly 'soil temperature (5 cm)'",13.09068736141907,17.789246119733924,15.376829268292683,9
1990,1990 - 1999,10,"DWD, monthly 'soil temperature (5 cm)'",7.444212860310422,11.428558758314855,9.146440009854645,10
1990,1990 - 1999,11,"DWD, monthly 'soil temperature (5 cm)'",1.894368070953437,5.3874722838137465,3.463710273466371,11
1990,1990 - 1999,12,"DWD, monthly 'soil temperature (5 cm)'",-1.4923503325942353,2.4513747228381373,0.7431510224193152,12
2000,2000 - 2009,1,"DWD, monthly 'soil temperature (5 cm)'",-0.9864634146341464,3.4100055432372494,0.9454323725055434,13
2000,2000 - 2009,2,"DWD, monthly 'soil temperature (5 cm)'",-0.5092682926829268,4.110327050997782,1.8447893569844789,14
2000,2000 - 2009,3,"DWD, monthly 'soil temperature (5 cm)'",2.43740022172949,6.437499999999998,4.7372949002217295,15
2000,2000 - 2009,4,"DWD, monthly 'soil temperature (5 cm)'",9.261557649667406,13.780171840354766,11.18330376940133,16
2000,2000 - 2009,5,"DWD, monthly 'soil temperature (5 cm)'",15.480365853658537,18.511263858093127,17.17848115299335,17
2000,2000 - 2009,6,"DWD, monthly 'soil temperature (5 cm)'",17.76409645232816,21.980338137472284,20.04629711751663,18
2000,2000 - 2009,7,"DWD, monthly 'soil temperature (5 cm)'",19.09106984478936,24.511601995565407,21.49656319290466,19
2000,2000 - 2009,8,"DWD, monthly 'soil temperature (5 cm)'",19.339672949002217,22.921069844789358,21.017738359201775,20
2000,2000 - 2009,9,"DWD, monthly 'soil temperature (5 cm)'",14.139063192904658,18.10890243902439,16.032372505543236,21
2000,2000 - 2009,10,"DWD, monthly 'soil temperature (5 cm)'",7.587982261640799,12.651735033259424,10.137328159645234,22
2000,2000 - 2009,11,"DWD, monthly 'soil temperature (5 cm)'",3.6419567627494462,6.491247228381374,4.939179600886918,23
2000,2000 - 2009,12,"DWD, monthly 'soil temperature (5 cm)'",-0.6810144124168516,3.617184035476717,1.3436474501108648,24
2010,2010 - 2019,1,"DWD, monthly 'soil temperature (5 cm)'",-0.2003547671840355,2.2955931263858087,1.0973725055432373,25
2010,2010 - 2019,2,"DWD, monthly 'soil temperature (5 cm)'",-0.7443126385809313,3.539390243902439,1.3079600886917961,26
2010,2010 - 2019,3,"DWD, monthly 'soil temperature (5 cm)'",1.4762361419068737,7.698298226164079,5.360177383592018,27
2010,2010 - 2019,4,"DWD, monthly 'soil temperature (5 cm)'",9.788043237250555,13.984850332594235,11.594323725055434,28
2010,2010 - 2019,5,"DWD, monthly 'soil temperature (5 cm)'",14.240620842572064,19.09552106430155,16.71838137472284,29
2010,2010 - 2019,6,"DWD, monthly 'soil temperature (5 cm)'",18.92716186252772,23.99640243902439,21.229345898004436,30
2010,2010 - 2019,7,"DWD, monthly 'soil temperature (5 cm)'",20.554617516629712,24.717721729490023,22.728037694013306,31
2010,2010 - 2019,8,"DWD, monthly 'soil temperature (5 cm)'",20.141441241685143,23.680471175166296,21.613226164079823,32
2010,2010 - 2019,9,"DWD, monthly 'soil temperature (5 cm)'",14.65980044345898,18.80569844789357,16.561829268292684,33
2010,2010 - 2019,10,"DWD, monthly 'soil temperature (5 cm)'",8.933314855875832,12.372017738359201,10.639124168514414,34
2010,2010 - 2019,11,"DWD, monthly 'soil temperature (5 cm)'",3.94279379157428,6.900349223946785,5.352172949002218,35
2010,2010 - 2019,12,"DWD, monthly 'soil temperature (5 cm)'",0.31480044345898,4.6133536585365835,2.5886252771618627,36
2020,2020 - 2029,1,"DWD, monthly 'soil temperature (5 cm)'",0.9819955654101997,3.0582815964523284,2.173577235772358,37
2020,2020 - 2029,2,"DWD, monthly 'soil temperature (5 cm)'",2.502682926829269,4.979179600886917,3.8977457501847748,38
2020,2020 - 2029,3,"DWD, monthly 'soil temperature (5 cm)'",5.862904656319291,6.26820399113082,6.115558019216556,39
2020,2020 - 2029,4,"DWD, monthly 'soil temperature (5 cm)'",9.102793791574278,12.2999889135255,10.63440502586844,40
2020,2020 - 2029,5,"DWD, monthly 'soil temperature (5 cm)'",14.592305986696232,18.182727272727274,16.16308203991131,41
2020,2020 - 2029,6,"DWD, monthly 'soil temperature (5 cm)'",21.83335920177384,23.918625277161862,22.9140059127864,42
2020,2020 - 2029,7,"DWD, monthly 'soil temperature (5 cm)'",21.67248337028825,23.621751662971178,22.66108647450111,43
2020,2020 - 2029,8,"DWD, monthly 'soil temperature (5 cm)'",20.643325942350337,23.796119733924616,22.506836659275685,44
2020,2020 - 2029,9,"DWD, monthly 'soil temperature (5 cm)'",17.565554323725056,17.757727272727273,17.661640798226166,45
2020,2020 - 2029,10,"DWD, monthly 'soil temperature (5 cm)'",11.052760532150776,11.507549889135255,11.280155210643017,46
2020,2020 - 2029,11,"DWD, monthly 'soil temperature (5 cm)'",6.071524390243902,6.600648558758316,6.3360864745011085,47
2020,2020 - 2029,12,"DWD, monthly 'soil temperature (5 cm)'",1.6963303769401332,2.528281596452328,2.1123059866962306,48
